Prix,Annee,Auto_manuel,Carburant,Marque,Module,Nombre de portes,Première main,Etat,Kilometrage,Puissance_fiscale
480000,2021,Automatique,Diesel,Volvo,XC90,5,Oui,Très bon,154999,8
500000,2020,Automatique,Diesel,Land Rover,Range Rover Sport,5,Oui,Excellent,134999,12
750000,2020,Automatique,Diesel,Audi,Q8,5,Oui,Très bon,184999,12
500000,2022,Automatique,Essence,Jeep,Wrangler,5,Oui,Excellent,47499,11
525000,2022,Automatique,Diesel,Volkswagen,Touareg,5,Oui,Neuf,67499,12
2750000,2018,Automatique,Diesel,BMW,Série 4,5,Oui,Excellent,134999,8
640000,2021,Automatique,Diesel,Mercedes-Benz,Classe E,5,Oui,Excellent,124999,7
510000,2018,Automatique,Diesel,Mercedes-Benz,Classe E,3,Non,Excellent,92499,8
485000,2024,Automatique,Diesel,Audi,Q3,5,Oui,Excellent,27499,8
900000,2024,Automatique,Electrique,Mercedes-Benz,EQE,5,Oui,Neuf,2499,24
530000,2019,Automatique,Diesel,Land Rover,Range Rover Vogue,5,Non,Bon,114999,12
470000,2017,Automatique,Diesel,Mercedes-Benz,Classe GLE,5,Non,Excellent,144999,12
540000,2024,Automatique,Diesel,Mercedes-Benz,220,5,Oui,Excellent,27499,8
1450000,2016,Manuelle,Diesel,Ford,Focus,5,Oui,Excellent,114999,6
490000,2018,Automatique,Diesel,Mercedes-Benz,Classe E,3,Non,Excellent,134999,8
520000,2020,Automatique,Diesel,Land Rover,Range Rover Sport,5,Non,Excellent,104999,12
680000,2019,Automatique,Hybride,Audi,Q8,5,Non,Excellent,154999,12
540000,2019,Automatique,Diesel,Mercedes-Benz,Classe CLS,5,Non,Excellent,72499,12
1200000,2024,Automatique,Hybride,Porsche,Cayenne,5,Oui,Excellent,32499,23
510000,2020,Automatique,Diesel,Mercedes-Benz,Classe GLE,5,Non,Excellent,82499,8
600000,2020,Automatique,Diesel,Land Rover,Defender,5,Oui,Excellent,144999,8
600000,2020,Automatique,Diesel,Land Rover,Defender,5,Oui,Excellent,144999,8
580000,2021,Automatique,Essence,Porsche,Macan,5,Non,Excellent,62499,11
510000,2018,Automatique,Diesel,Mercedes-Benz,Classe GLC,5,Non,Excellent,134999,9
1430000,2019,Automatique,Diesel,Renault,Clio,5,Non,Excellent,62499,5
530000,2018,Automatique,Diesel,Mercedes-Benz,Classe GLE,5,Oui,Excellent,124999,12
880000,2013,Automatique,Essence,Mercedes-Benz,Classe G,5,Oui,Excellent,104999,31
560000,2022,Automatique,Diesel,Audi,Q7,3,Oui,Très bon,57499,12
2400000,2024,Automatique,Hybride,Porsche,Cayenne,5,Oui,Excellent,17499,23
890000,2022,Automatique,Diesel,Mercedes-Benz,Classe V,5,Non,Excellent,47499,14
750000,2008,Automatique,Essence,Honda,CR-V,5,Non,Très bon,92499,11
560000,2021,Automatique,Hybride,BMW,X5,5,Oui,Excellent,82499,17
549999,2019,Automatique,Electrique,Tesla,Model S,5,Oui,Très bon,47499,27
480000,2022,Automatique,Diesel,Mercedes-Benz,Classe CLA,5,Oui,Excellent,77499,8
530000,2021,Automatique,Diesel,Audi,Q4 e-tron,5,Non,Excellent,124999,8
470000,2021,Automatique,Diesel,BMW,Série 6,5,Oui,Excellent,97499,12
590000,2021,Automatique,Diesel,Ford,F150,5,Oui,Excellent,104999,12
599000,2023,Automatique,Hybride,Mercedes-Benz,Classe GLC,5,Oui,Excellent,92499,9
475000,2021,Automatique,Diesel,Volkswagen,Tiguan,5,Oui,Excellent,124999,8
550000,2020,Automatique,Electrique,Tesla,Model S,5,Oui,Excellent,47499,36
540000,2019,Automatique,Diesel,Land Rover,Range Rover Vogue,5,Non,Excellent,114999,12
470000,2022,Automatique,Essence,Jaguar,F-Pace,5,Oui,Excellent,37499,11
679000,2022,Automatique,Essence,Alfa Romeo,Stelvio,5,Oui,Excellent,62499,17
480000,2017,Automatique,Diesel,Mercedes-Benz,Classe GLE,5,Non,Excellent,144999,12
480000,2017,Automatique,Diesel,Mercedes-Benz,Classe GLE,5,Non,Excellent,144999,12
479000,2019,Automatique,Diesel,Land Rover,Range Rover Sport,5,Oui,Excellent,134999,12
610000,2021,Automatique,Diesel,Land Rover,Range Rover Sport,5,Oui,Très bon,72499,12
550000,2022,Automatique,Diesel,Volkswagen,Touareg,5,Oui,Excellent,52499,12
500000,2018,Automatique,Diesel,Land Rover,Range Rover Sport,5,Oui,Très bon,97499,12
530000,2019,Automatique,Diesel,Land Rover,Range Rover Velar,5,Oui,Excellent,62499,8
950000,2021,Automatique,Hybride,Porsche,Panamera,5,Oui,Excellent,42499,17
470000,2019,Automatique,Diesel,Mercedes-Benz,Classe C,3,Oui,Excellent,164999,8
560000,2008,Automatique,Essence,Bentley,Continental GT,3,Non,Très bon,144999,21
1720000,2022,Manuelle,Diesel,Renault,Clio,5,Non,Très bon,67499,6
475000,2021,Automatique,Diesel,Volkswagen,Tiguan,5,Oui,Excellent,184999,8
650000,2023,Automatique,Diesel,Audi,Q5,5,Non,Très bon,104999,8
470000,2022,Automatique,Diesel,BMW,Série 5,5,Oui,Excellent,62499,7
650000,2022,Automatique,Diesel,Volkswagen,Touareg,5,Oui,Excellent,97499,12
475000,2017,Automatique,Diesel,Mercedes-Benz,Classe GLE,5,Non,Très bon,134999,12
700000,2021,Automatique,Diesel,Audi,Q8,5,Oui,Excellent,72499,12
595000,2025,Automatique,Hybride,BMW,Série 5,5,Oui,Excellent,2499,11
650000,2019,Automatique,Diesel,Land Rover,Range Rover,5,Non,Excellent,114999,12
490000,2022,Automatique,Diesel,Volvo,XC90,5,Oui,Excellent,52499,9
470000,2018,Automatique,Diesel,Mercedes-Benz,Classe E,3,Oui,Excellent,87499,8
650000,2022,Automatique,Diesel,Volkswagen,Touareg,5,Non,Excellent,42499,11
520000,2019,Automatique,Diesel,Audi,Q5,5,Oui,Excellent,82499,12
502000,2024,Automatique,Diesel,Alfa Romeo,Giulia,5,Oui,Excellent,2499,9
505000,2024,Automatique,Diesel,Alfa Romeo,Giulia,5,Oui,Excellent,2499,9
480000,2020,Automatique,Diesel,BMW,X5,5,Oui,Excellent,124999,8
530000,2022,Automatique,Electrique,Tesla,Model Y,5,Oui,Excellent,42499,11
494999,2020,Automatique,Diesel,Mercedes-Benz,Classe GLC,5,Oui,Excellent,154999,8
530000,2020,Automatique,Essence,Porsche,Macan,5,Oui,Très bon,134999,11
525000,2021,Automatique,Diesel,Volkswagen,Tiguan,5,Oui,Excellent,114999,8
525000,2021,Automatique,Diesel,Volkswagen,Tiguan,5,Oui,Excellent,114999,8
475000,2017,Automatique,Diesel,Mercedes-Benz,Classe GLE,5,Non,Bon,144999,12
1280000,2024,Automatique,Diesel,Land Rover,Range Rover Sport,5,Oui,Excellent,17499,12
470000,2021,Automatique,Diesel,Mercedes-Benz,Classe CLA,5,Oui,Très bon,47499,8
470000,2019,Automatique,Diesel,Land Rover,Range Rover Sport,3,Non,Très bon,104999,12
690000,2016,Automatique,Essence,Cadillac,Escalade,5,Non,Excellent,144999,36
890000,2024,Automatique,Diesel,Mercedes-Benz,220,3,Oui,Excellent,22499,8
530000,2017,Automatique,Diesel,Porsche,Cayenne,5,Non,Très bon,92499,12
640000,2021,Automatique,Diesel,Mercedes-Benz,Classe E,5,Oui,Excellent,124999,7
480000,2018,Automatique,Diesel,Land Rover,Range Rover,5,Oui,Excellent,77499,12
555000,2020,Automatique,Diesel,Mercedes-Benz,Classe GLE,3,Oui,Excellent,500000,41
1780000,2024,Automatique,Hybride,Porsche,Cayenne,5,Oui,Neuf,2499,17
780000,2020,Automatique,Diesel,Audi,Q8,5,Oui,Excellent,174999,12
540000,2023,Automatique,Hybride,Kia,Sorento,5,Non,Excellent,22499,9
519999,2022,Automatique,Hybride,Kia,Sorento,5,Non,Excellent,17499,9
3500000,1993,Manuelle,Hybride,Peugeot,405,5,Non,Excellent,22499,7
695000,2019,Automatique,Diesel,Audi,Q8,5,Non,Excellent,124999,11
695000,2019,Automatique,Diesel,Audi,Q8,5,Non,Excellent,124999,11
620000,2007,Manuelle,Diesel,Hyundai,H-1,3,Oui,Très bon,22499,8
480000,2023,Automatique,Diesel,Mercedes-Benz,220,5,Oui,Excellent,12499,8
1100000,2023,Automatique,Diesel,Audi,Q8,5,Non,Excellent,32499,12
570000,2023,Automatique,Diesel,Volkswagen,Touareg,5,Non,Excellent,57499,12
490000,2020,Automatique,Hybride,Mercedes-Benz,Classe C,5,Oui,Excellent,144999,8
960000,2011,Automatique,Essence,Ferrari,California,3,Oui,Excellent,62499,21
470000,2024,Automatique,Diesel,Volkswagen,Golf 8,5,Non,Neuf,32499,8
470000,2018,Automatique,Diesel,Mercedes-Benz,Classe C,5,Non,Excellent,154999,10
490000,2019,Automatique,Diesel,Mercedes-Benz,GLB,5,Non,Excellent,164999,8
520000,2022,Automatique,Diesel,Volkswagen,Touareg,5,Oui,Excellent,67499,12
520000,2020,Automatique,Diesel,BMW,X5,5,Oui,Excellent,82499,12
530000,2021,Automatique,Essence,Porsche,Macan,5,Oui,Excellent,62499,10
740000,2005,Manuelle,Diesel,Volkswagen,Golf 5,5,Non,Bon,7499,8
490000,2008,Automatique,Diesel,Toyota,Land Cruiser,5,Oui,Excellent,124999,18
480000,2018,Automatique,Diesel,Mercedes-Benz,Classe GLE,5,Oui,Excellent,274999,12
550000,2020,Automatique,Diesel,Land Rover,Range Rover Sport,5,Oui,Excellent,124999,12
480000,2018,Automatique,Diesel,Land Rover,Range Rover Sport,5,Non,Excellent,194999,12
610000,2022,Automatique,Diesel,Audi,Q7,5,Oui,Excellent,77499,12
540000,2022,Automatique,Diesel,Volkswagen,Touareg,5,Oui,Excellent,27499,12
470000,2019,Automatique,Diesel,Mercedes-Benz,Classe CLS,5,Oui,Excellent,144999,8
470000,2017,Automatique,Diesel,Maserati,Levante,5,Oui,Très bon,52499,12
740000,2021,Automatique,Diesel,Land Rover,Range Rover Vogue,5,Oui,Excellent,82499,8
500000,2018,Automatique,Diesel,Audi,Q5,5,Oui,Excellent,154999,8
730000,2022,Automatique,Diesel,Mercedes-Benz,Classe E,5,Non,Excellent,22499,8
595000,2019,Automatique,Diesel,BMW,X5,5,Oui,Excellent,42499,12
2050000,2024,Automatique,Hybride,BMW,Série 5,3,Oui,Neuf,2499,41
650000,2020,Automatique,Electrique,Tesla,Model S,5,Oui,Excellent,42499,6
635000,2020,Automatique,Diesel,BMW,X5,5,Oui,Excellent,77499,12
1420000,2020,Automatique,Diesel,Renault,Clio,5,Oui,Neuf,92499,7
740000,2021,Automatique,Diesel,Land Rover,Range Rover,5,Oui,Excellent,82499,8
740000,2021,Automatique,Diesel,Land Rover,Range Rover Vogue,5,Oui,Excellent,82499,6
550000,2021,Automatique,Diesel,Volkswagen,Tiguan,5,Oui,Excellent,57499,8
920000,2024,Automatique,Electrique,Mercedes-Benz,EQE,5,Oui,Excellent,17499,4
580000,2020,Automatique,Diesel,Maserati,Levante,5,Oui,Excellent,67499,9
500000,2019,Automatique,Diesel,Mercedes-Benz,Classe GLE,5,Oui,Neuf,77499,12
560000,2018,Automatique,Diesel,Land Rover,Range Rover Sport,5,Non,Très bon,184999,12
500000,2018,Automatique,Diesel,Porsche,Macan,5,Oui,Excellent,7499,12
770500,2006,Manuelle,Diesel,Peugeot,Boxer,5,Non,Bon,32499,8
860000,2018,Manuelle,Diesel,Dacia,Logan,5,Non,Bon,164999,6
560000,2019,Automatique,Diesel,Mercedes-Benz,Classe GLC,5,Oui,Excellent,104999,8
710000,2022,Automatique,Diesel,Mercedes-Benz,Classe E,5,Oui,Excellent,32499,8
720000,2019,Automatique,Diesel,Audi,Q8,5,Non,Excellent,124999,11
490000,2019,Automatique,Diesel,Land Rover,Range Rover Sport,5,Non,Excellent,92499,12
700000,2019,Automatique,Diesel,Land Rover,Range Rover Vogue,5,Oui,Excellent,87499,41
900000,2014,Manuelle,Diesel,Dacia,Dokker,5,Oui,Excellent,2499,7
650000,2019,Automatique,Diesel,Land Rover,Range Rover Vogue,5,Oui,Excellent,57499,6
500000,2018,Automatique,Diesel,Land Rover,Range Rover,5,Oui,Excellent,164999,12
650000,2021,Automatique,Diesel,Land Rover,Range Rover Sport,5,Oui,Excellent,82499,12
800000,2012,Manuelle,Diesel,Chevrolet,Aveo,5,Non,Excellent,174999,5
1570000,2016,Manuelle,Diesel,Ford,Fusion,5,Oui,Excellent,224999,8
1300000,2011,Manuelle,Diesel,Volkswagen,Passat,5,Non,Très bon,184999,8
1900000,2014,Manuelle,Diesel,Peugeot,207,5,Non,Excellent,274999,4
880000,2019,Automatique,Essence,BMW,Série 5,5,Non,Excellent,82499,31
750000,2024,Automatique,Diesel,Audi,Q3,5,Non,Excellent,7499,8
790000,2018,Automatique,Essence,Mercedes-Benz,Classe S,3,Oui,Excellent,97499,17
595000,2020,Automatique,Diesel,Audi,Q5,5,Non,Excellent,52499,8
490000,2023,Automatique,Diesel,Audi,A5,5,Oui,Excellent,2499,8
1150000,2022,Automatique,Hybride,Porsche,Panamera,5,Oui,Excellent,27499,17
600000,2019,Automatique,Diesel,Land Rover,Range Rover Sport,5,Oui,Excellent,134999,12
2150000,2024,Automatique,Essence,Cadillac,Escalade,5,Oui,Neuf,2499,24
480000,2019,Automatique,Diesel,Land Rover,Range Rover Sport,5,Oui,Excellent,92499,12
540000,2020,Automatique,Diesel,Audi,Q3,5,Oui,Excellent,62499,8
590000,2021,Automatique,Diesel,BMW,X5,5,Oui,Excellent,52499,11
590000,2021,Automatique,Diesel,BMW,X5,5,Oui,Excellent,52499,11
495000,2024,Automatique,Hybride,Honda,Accord,5,Oui,Neuf,2499,7
760000,2024,Automatique,Diesel,Mercedes-Benz,Classe CLA,5,Oui,Neuf,2499,9
510000,2021,Automatique,Diesel,Mercedes-Benz,220,5,Oui,Excellent,82499,9
550000,2022,Automatique,Diesel,Audi,Q7,5,Oui,Excellent,72499,12
800000,2023,Automatique,Essence,Porsche,Macan,5,Oui,Excellent,37499,11
480000,2019,Automatique,Diesel,Audi,Q5,5,Non,Excellent,154999,8
540000,2021,Automatique,Diesel,Audi,A6,5,Oui,Excellent,77499,8
540000,2021,Automatique,Diesel,Audi,A6,5,Oui,Excellent,77499,8
620000,2019,Automatique,Diesel,Land Rover,Range Rover Sport,5,Oui,Excellent,134999,12
650000,2002,Manuelle,Diesel,Renault,Grand Scenic,5,Non,Très bon,72499,7
720000,2009,Automatique,Essence,Bentley,Continental GT,3,Oui,Excellent,47499,34
620000,2019,Automatique,Diesel,Audi,Q5,5,Non,Excellent,500000,8
830000,2008,Manuelle,Diesel,Volkswagen,Passat,5,Non,Très bon,324999,8
720000,2009,Automatique,Essence,Bentley,Continental GT,3,Oui,Excellent,47499,34
620000,2019,Automatique,Diesel,Audi,Q5,5,Non,Excellent,500000,8
830000,2008,Manuelle,Diesel,Volkswagen,Passat,5,Non,Très bon,324999,8
490000,2018,Automatique,Diesel,Porsche,Macan,5,Oui,Très bon,12499,12
520000,2020,Automatique,Diesel,Mercedes-Benz,Classe CLA,5,Oui,Excellent,144999,8
500300,2006,Manuelle,Essence,Peugeot,Partner,5,Oui,Excellent,27499,6
1420000,2014,Manuelle,Diesel,Ford,Kuga,5,Oui,Excellent,7499,8
565000,2023,Automatique,Diesel,Land Rover,Range Rover Evoque,5,Oui,Excellent,17499,8
530000,2022,Automatique,Diesel,Mercedes-Benz,Classe GLC,5,Oui,Excellent,57499,9
470000,2020,Automatique,Diesel,Mercedes-Benz,Classe C,5,Oui,Excellent,114999,8
900000,2005,Manuelle,Essence,Isuzu,D-Max,3,Non,Très bon,12499,7
550000,2022,Automatique,Diesel,Volkswagen,Tiguan,5,Oui,Neuf,42499,11
850000,2020,Automatique,Essence,Mercedes-Benz,Classe GLE,5,Oui,Excellent,67499,32
8200000,2019,Automatique,Diesel,Audi,Q8,5,Non,Excellent,104999,12
720000,2018,Automatique,Diesel,Land Rover,Range Rover Sport,5,Oui,Excellent,92499,12
780000,2021,Automatique,Diesel,Mercedes-Benz,Classe E,3,Oui,Excellent,37499,8
670000,2022,Automatique,Hybride,Mercedes-Benz,Classe C,5,Non,Excellent,22499,4
860000,2023,Automatique,Diesel,Land Rover,Defender,3,Oui,Excellent,17499,12
470000,2022,Automatique,Diesel,Volkswagen,Golf 8,5,Oui,Excellent,37499,8
540000,2019,Automatique,Diesel,Land Rover,Range Rover Velar,5,Oui,Excellent,114999,8
500000,2020,Automatique,Essence,Audi,Q3,5,Non,Excellent,92499,14
550000,2020,Automatique,Diesel,BMW,X4,5,Oui,Excellent,77499,8
520000,2019,Automatique,Diesel,Land Rover,Range Rover Vogue,5,Non,Excellent,104999,12
480000,2023,Automatique,Diesel,Audi,Q3,5,Oui,Excellent,17499,8
540000,2022,Automatique,Diesel,Volkswagen,Tiguan,5,Oui,Excellent,7499,41
610000,2019,Automatique,Diesel,Land Rover,Range Rover Sport,5,Non,Très bon,114999,12
650000,2021,Automatique,Diesel,Mercedes-Benz,Classe GLC,5,Oui,Excellent,134999,8
485000,2021,Automatique,Essence,Mercedes-Benz,Classe A,5,Oui,Excellent,67499,11
640000,2018,Automatique,Diesel,Land Rover,Range Rover Sport,5,Non,Excellent,184999,12
820000,2022,Automatique,Diesel,BMW,X6,5,Oui,Excellent,42499,8
530000,2023,Automatique,Diesel,Volkswagen,Touareg,5,Oui,Excellent,32499,8
710000,2019,Automatique,Diesel,Land Rover,Range Rover Sport,5,Oui,Excellent,82499,12
600000,2019,Automatique,Diesel,Land Rover,Range Rover Sport,5,Oui,Excellent,134999,12
720000,2018,Automatique,Diesel,Land Rover,Range Rover Sport,5,Non,Excellent,87499,12
730000,2021,Automatique,Diesel,Audi,Q8,5,Oui,Excellent,67499,12
530000,2002,Manuelle,Diesel,Ford,Focus,5,Non,Très bon,424999,7
1950000,2024,Automatique,Hybride,Porsche,Cayenne,5,Oui,Neuf,2499,9
495000,2023,Automatique,Electrique,Volkswagen,I.D.Crozz,5,Oui,Excellent,7499,12
650000,2022,Automatique,Diesel,Mercedes-Benz,220,5,Oui,Excellent,134999,8
1050000,2020,Automatique,Hybride,Porsche,Cayenne,5,Oui,Excellent,42499,11
850000,2020,Automatique,Electrique,Porsche,Cayenne,5,Oui,Bon,57499,41
485000,2021,Automatique,Diesel,Mercedes-Benz,Classe GLA,5,Oui,Excellent,104999,12
2000000,2021,Manuelle,Diesel,Isuzu,D-Max,3,Oui,Neuf,124999,8
550000,2023,Automatique,Diesel,Mercedes-Benz,Classe E,5,Oui,Excellent,2499,8
480000,2020,Automatique,Diesel,Mercedes-Benz,220,5,Non,Neuf,97499,8
490000,2016,Automatique,Diesel,Porsche,Cayenne,5,Oui,Excellent,134999,6
500000,2021,Automatique,Diesel,Jaguar,E-Pace,5,Oui,Excellent,67499,8
750000,2020,Automatique,Diesel,Audi,Q8,5,Oui,Excellent,144999,12
850000,2008,Manuelle,Diesel,Volkswagen,Passat,5,Non,Très bon,424999,8
530000,2021,Automatique,Diesel,Volkswagen,Tiguan,5,Non,Excellent,2499,41
490000,2021,Automatique,Diesel,Volkswagen,Tiguan,5,Oui,Excellent,144999,8
1200000,2023,Automatique,Essence,Porsche,Cayenne,5,Oui,Excellent,62499,8
1050000,2021,Automatique,Hybride,Porsche,Cayenne,5,Non,Excellent,47499,12
650000,2019,Automatique,Diesel,Land Rover,Range Rover Sport,5,Oui,Excellent,134999,12
540000,2020,Automatique,Diesel,Mercedes-Benz,Classe CLA,5,Non,Excellent,104999,9
1200000,2024,Automatique,Diesel,Mercedes-Benz,Classe GLE,5,Oui,Excellent,32499,11
780000,2023,Automatique,Hybride,Jeep,Wrangler,5,Oui,Excellent,17499,11
1030000,2024,Automatique,Diesel,Mercedes-Benz,Classe C,3,Oui,Neuf,2499,8
700000,2019,Automatique,Diesel,Audi,Q8,5,Non,Excellent,104999,12
570000,2014,Automatique,Essence,Porsche,Macan,5,Non,Excellent,82499,21
1100000,2021,Automatique,Hybride,Porsche,Panamera,5,Oui,Neuf,12499,17
660000,2023,Automatique,Diesel,Audi,Q3,5,Oui,Excellent,17499,9
520000,2023,Automatique,Diesel,Alfa Romeo,Stelvio,5,Oui,Excellent,37499,9
500000,2022,Manuelle,Essence,Ford,Capri,3,Non,Excellent,17499,6
660000,2017,Automatique,Essence,Land Rover,Range Rover Sport,5,Non,Neuf,57499,28
559000,2020,Automatique,Diesel,BMW,X6,5,Oui,Excellent,224999,12
520000,2019,Automatique,Diesel,Mercedes-Benz,Classe C,3,Non,Excellent,37499,8
13500000,2016,Automatique,Diesel,Hyundai,i30,5,Non,Neuf,194999,6
560000,2020,Automatique,Diesel,Land Rover,Range Rover Sport,5,Non,Excellent,134999,12
590000,2018,Automatique,Diesel,Audi,Q5,5,Oui,Neuf,67499,8
780000,2023,Automatique,Diesel,Mercedes-Benz,220,5,Oui,Très bon,17499,8
840000,2023,Automatique,LPG,BMW,X5,5,Oui,Neuf,32499,4
470000,2017,Automatique,Diesel,Porsche,Cayenne,5,Non,Excellent,144999,12
1400000,2022,Manuelle,Diesel,Dacia,Sandero,5,Oui,Excellent,47499,8
560000,2020,Automatique,Diesel,Land Rover,Range Rover Sport,5,Oui,Excellent,57499,12
480000,2019,Automatique,Diesel,Land Rover,Range Rover Evoque,5,Oui,Excellent,42499,8
4150000,2021,Automatique,Essence,Volkswagen,Tiguan,5,Oui,Excellent,124999,8
540000,2024,Automatique,Essence,Volkswagen,Tiguan,5,Oui,Neuf,2499,8
650000,2020,Automatique,Essence,Land Rover,Range Rover Sport,3,Oui,Excellent,104999,12
500000,2021,Automatique,Essence,Jeep,Wrangler,5,Oui,Excellent,97499,9
540000,2024,Automatique,Essence,Mercedes-Benz,220,5,Oui,Excellent,27499,8
940000,2021,Automatique,Essence,Porsche,Cayenne,5,Oui,Neuf,62499,17
559000,2023,Automatique,Essence,Jeep,Grand Cherokee,5,Oui,Excellent,7499,21
479000,2018,Automatique,Essence,Land Rover,Range Rover Velar,5,Non,Excellent,87499,8
590000,2022,Automatique,Essence,Jaguar,F-Pace,5,Oui,Excellent,17499,8
690000,2009,Automatique,Essence,Bentley,Continental GT,3,Non,Excellent,47499,21
690000,2009,Automatique,Essence,Bentley,Continental GT,3,Non,Excellent,47499,21
470000,2023,Automatique,Electrique,Hyundai,Ioniq 5,5,Non,Excellent,32499,9
550000,2024,Automatique,Essence,Land Rover,Range Rover Evoque,5,Oui,Neuf,12499,8
759000,2019,Automatique,Essence,Audi,Q8,5,Non,Excellent,124999,12
580000,2019,Automatique,Essence,Land Rover,Range Rover Sport,5,Non,Excellent,92499,12
659000,2021,Automatique,Essence,Audi,Q3,5,Oui,Excellent,67499,9
639000,2019,Automatique,Essence,Land Rover,Range Rover Sport,5,Oui,Excellent,124999,12
520000,2021,Automatique,Electrique,Tesla,Model Y,5,Oui,Excellent,72499,12
590000,2024,Automatique,Essence,Audi,Q3,5,Oui,Excellent,97499,9
480000,2024,Automatique,Essence,Audi,A6,5,Oui,Neuf,47499,8
1560000,2024,Automatique,Essence,GMC,Yukon,3,Oui,Neuf,12499,23
1560000,2024,Automatique,Essence,GMC,Yukon,3,Oui,Neuf,12499,23
480000,2021,Automatique,Essence,Volkswagen,Tiguan,5,Oui,Excellent,104999,8
548000,2022,Automatique,Essence,Volkswagen,Tiguan,5,Oui,Neuf,42499,8
520000,2020,Automatique,Essence,BMW,X5,5,Non,Très bon,164999,12
595000,2021,Automatique,Essence,BMW,X6,5,Oui,Excellent,134999,12
495000,2024,Automatique,Essence,Honda,Accord,5,Oui,Neuf,2499,7
750000,2021,Automatique,Essence,Audi,Q8,5,Oui,Excellent,104999,12
760000,2022,Automatique,Essence,BMW,X5,5,Oui,Excellent,47499,17
470000,2019,Automatique,Essence,Land Rover,Range Rover Sport,5,Oui,Excellent,124999,12
3800000,2025,Automatique,Essence,Bentley,Bentayga,5,Oui,Neuf,2499,17
1852500,2024,Automatique,Essence,BMW,X7,5,Oui,Neuf,12499,17
1850000,2025,Automatique,Essence,Porsche,Cayenne,5,Oui,Excellent,2499,17
1800000,2024,Automatique,Essence,Land Rover,Range Rover Sport,5,Oui,Excellent,17499,17
780000,2023,Automatique,Essence,Audi,Q3,5,Oui,Excellent,27499,11
790000,2025,Automatique,Essence,Volkswagen,Tiguan,5,Oui,Excellent,2499,8
800000,2022,Automatique,Essence,Audi,Q8,5,Oui,Excellent,72499,12
485000,2022,Automatique,Essence,BMW,X5,5,Oui,Très bon,114999,8
579000,2019,Automatique,Essence,Land Rover,Range Rover Sport,5,Non,Excellent,92499,12
720000,2020,Automatique,Essence,Audi,Q8,5,Oui,Excellent,104999,12
550000,2021,Automatique,Essence,Volkswagen,Tiguan,5,Oui,Excellent,12499,12
950000,2022,Automatique,Essence,Porsche,Cayenne,5,Oui,Excellent,82499,17
579000,2019,Automatique,Essence,Land Rover,Range Rover Sport,5,Non,Excellent,92499,12
470000,2019,Automatique,Essence,Land Rover,Range Rover Sport,5,Oui,Bon,124999,12
469000,2019,Automatique,Essence,Volkswagen,Touareg,3,Oui,Excellent,104999,12
639000,2018,Automatique,Essence,Porsche,Panamera,5,Oui,Très bon,77499,17
685000,2021,Automatique,Essence,Kia,Sportage,5,Oui,Très bon,77499,12
469000,2019,Automatique,Essence,Volkswagen,Touareg,3,Oui,Excellent,104999,12
1250000,2023,Automatique,Essence,Porsche,Cayenne,5,Oui,Excellent,27499,17
615000,2021,Automatique,Essence,Land Rover,Range Rover Sport,5,Oui,Bon,47499,12
920000,2021,Automatique,Essence,Audi,Q8,5,Non,Excellent,67499,17
750000,2018,Automatique,Essence,Porsche,Panamera,3,Oui,Excellent,72499,17
570000,2022,Automatique,Essence,Jaguar,F-Pace,5,Oui,Bon,194999,8
530000,2019,Automatique,Essence,Audi,A6,5,Non,Excellent,184999,12
485000,2022,Automatique,Essence,Volkswagen,Tiguan,5,Oui,Excellent,62499,8
570000,2020,Automatique,Essence,Land Rover,Range Rover Sport,5,Non,Excellent,134999,12
